Time,T,dT,EdT,STV,EdE,dSTV
2013-12-15 10:40:40,28.50334054346032,-0.731911431218867,0.5356943431488503,-0.39208081338992595,0.529747860913149,-0.32401514367937245
2013-12-16 21:59:33,27.836775083288256,-0.6012194891252634,0.897159217252893,-0.6094005403354861,0.19318188729493646,-0.11062431021174784
2013-12-17 21:03:34,27.300901565209795,-0.15779385439816807,0.9220581177387233,-0.6133294338134216,0.02175339331494336,-0.0032336043672744896
2013-12-20 23:22:29,27.52118737449192,-0.13641072591279801,0.9406660038827798,-0.615867749070035,0.013278559108692134,-0.001623528297383492
2013-12-23 14:57:52,27.0280801133842,-0.08915846607769673,0.9486152359561075,-0.6165764904081886,0.004133129070127917,-0.00035719302943493236
2013-12-25 12:36:45,27.342870442336526,-0.017805225831988736,0.9489322620230356,-0.6165821351289049,0.10420399391646595,0.047459592436216835
2013-12-27 04:12:45,26.99246966172022,0.45616988257227575,1.1570232237890394,-0.521657305535755,0.7109714459777695,0.71614278495919
2013-12-27 18:43:24,28.255210207481078,1.1017494861308244,2.3708751539785746,0.8157034347894752,0.6523575703332269,0.6823750574858398
2013-12-29 11:26:21,29.19596863398187,0.30143525088635315,2.4617383644554933,0.8430928094359247,0.3859308020115204,-0.267294194117528
2013-12-29 12:10:01,28.858080709253784,-0.8252262680902263,3.1427367580016154,0.2811150465544192,0.5047081225565189,-0.37509332648482996
2013-12-29 22:57:08,27.545516097801418,-0.5730775266636403,3.471154609568531,0.0929061564662648,0.17383999694996088,-0.09544112330763371
2013-12-31 01:40:06,27.711925655926503,-0.13878812028774767,3.490416751901537,0.0902327999391518,0.19030873962041395,-0.10994715355555525
2014-01-04 07:47:22,27.267939857225922,-0.6011283863766721,3.851772088809359,-0.1269881506448457,0.22404524952987592,-0.09583836099257895
2014-01-04 11:22:47,26.50966888317316,0.2945083396984369,3.938507250961289,-0.10144392204600611,0.05639216111394352,0.014874249241357732
2014-01-05 12:38:36,27.856956536622796,0.16139752190153622,3.964556411037246,-0.09723965216213024,0.6579230278209065,-0.7303040367565272
2014-01-05 13:05:22,26.83246392697623,-1.1356922538988528,5.254353306603102,-1.5620519955590606,0.6513872218000709,-0.7316669767814094
2014-01-06 17:01:11,25.58557202882509,0.11391904157903454,5.267330854637388,-1.5605736057249489,0.9949512092049071,1.390548617781289
2014-01-08 04:25:04,27.0603020101343,1.4060316036190397,7.244255725012916,1.2190452400035172,1.09770226987012,1.440870097568732
2014-01-08 17:30:44,28.39763523606317,0.46741808840128485,7.462735394377628,1.3211665894125153,0.4100812441433037,-0.1822966406856183
2014-01-08 20:52:33,27.99513818693687,-0.7756821635965956,8.064418213299524,0.8544519586322806,0.33387141542789145,-0.24184673452884153
2014-01-08 22:02:51,26.84627090886998,-0.2570214231029926,8.13047822523341,0.8374731203548322,0.04254390804143959,-0.009801779224588969
2014-01-09 11:53:53,27.481095340730885,-0.13794130689895923,8.149506029382403,0.8348484001831027,0.2236508457177555,-0.14144922501165624
2014-01-10 12:36:35,26.57038829507206,-0.654426380341226,8.577779916668922,0.5545746703315197,0.22538020275877368,-0.1418228484540024
2014-01-12 00:36:04,26.172242580048433,-0.14995505403629394,8.60026643489995,0.5512027032750979,0.182785204199849,-0.10216387043075487
2014-01-12 17:43:57,26.270478186999473,-0.585733634144967,8.94335032506862,0.35024692947001,0.1715419999021357,-0.10047788692069481
2014-01-13 04:03:39,25.0007753117585,-0.00033111267264906985,8.943350434704222,0.3502469294337083,0.026654024405084797,0.006154004979490757
2014-01-13 11:31:41,26.269815961654174,0.230885121163249,8.99665837387879,0.36255493942899153,0.02799752701734537,0.006084358488990915
